Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100.0,0.9999503431995069,0.031111431129374756,0.22392653493883413,0.49515380509030693
200.0,1.0011616089522222,0.06518694050462565,0.24657753485053835,1.0374823806348468
300.0,1.000108097154187,0.0969923655424652,0.20886021093167395,1.5436814418259368
400.0,1.0010199631840195,0.1262583615623367,0.21483401871210664,2.009464234932965
500.0,0.9993979301436294,0.15587141239754118,0.19946033820960937,2.4807705769784025
600.0,1.001204614473043,0.1891844552189913,0.30922303343686947,3.010964120424979
700.0,0.999089003515431,0.21894361238875087,0.2130242209920596,3.4845958170065643
800.0,1.002445337494982,0.25108754860421134,0.3702782328980203,3.9961824509186767
900.0,1.0021554544090217,0.2808818759238129,0.29648520338028783,4.4703738978199254
1000.0,1.0011602179955132,0.31393058911551297,0.43665833800324405,4.996360504548466
