Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100.0,0.9990641348718927,0.020048432973249382,0.17263944548918211,0.319080720893919
200.0,1.0017215157072177,0.04387271891360934,0.1721515707217902,0.6982560081982223
300.0,0.999778780194762,0.06356164061101938,0.22675323919271184,1.01161492942743
400.0,0.9991093789735223,0.0827737004558999,0.26061020756897646,1.3173843585564349
500.0,0.9991009042132278,0.10478203459241027,0.0899095786772208,1.6676578752608069
600.0,1.0001870546901654,0.12485963852738313,0.14019220363437054,1.9872028664300292
700.0,0.9982867423678476,0.14675686245447736,0.22191648489400911,2.3357080092287466
800.0,0.9998327277378539,0.16871736118079173,0.09121172427487775,2.6852202017343663
900.0,0.9993919592950224,0.18824694652227933,0.08422175348566481,2.9960432060976436
1000.0,1.0004135567520518,0.21037371820007716,0.08677834919477151,3.3482017148163705
