Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100.0,1.0001966837591678,0.0027671252115277997,0.061341792663314146,0.044040165556886154
200.0,1.0008297843136755,0.0069886103860937205,0.13488608898055693,0.11122718882901825
300.0,0.9996582506992455,0.009174847659930298,0.08402269410110903,0.14602223571930234
400.0,0.9994535036224107,0.01216918805432422,0.13645291250633293,0.1936786432260551
500.0,1.000463044415803,0.015130625578476758,0.09093033564811828,0.24081138528872525
600.0,1.0008541082591962,0.0186179676231202,0.14162709755491273,0.2963141577544453
700.0,1.0004020575600467,0.022781370165117817,0.14212829668528656,0.36257676721847404
800.0,1.0000927263885848,0.025198995126403407,0.14231705407525821,0.4010544635315686
900.0,0.9991198333634866,0.02648868704750486,0.1530357160306805,0.4215805479624672
1000.0,0.9995367479929931,0.03109718405507194,0.2560596737820453,0.4949270558603175
